file,source_type,pages_count,text_chars,references_count,style,dominant_bucket,foot_intext_total,foot_success_occurrences,foot_bib_unique_total,foot_missing_intext_expected_total,foot_missing_footnotes_for_seen_total,foot_uncited_footnote_total,tex_intext_total,tex_success_occurrences,tex_bib_unique_total,numeric_intext_total,numeric_success_occurrences,numeric_bib_unique_total,author_year_intext_total,author_year_success_occurrences,author_year_bib_unique_total
python_backend_legacy/dataset/8e17a9450179e42559accbbb59a143d71d8bd2797dd1bf8a27f388090de9ae82.json,raw_json,20,86367,0,hybrid,tex,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0
python_backend_legacy/dataset/8ed1677fdbe3bb20e0d384bef5aad48613547af21f7e9fb6847b11bdc8a35d4c.json,raw_json,14,34416,1,author_year,author_year,4,0,0,28,4,0,0,0,0,0,0,0,1,1,193
python_backend_legacy/dataset/8f11710cb0974f980020246e436352c213b2cb1d47b303d0a8078ce9d4b321d4.json,raw_json,22,74461,0,hybrid,tex,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0
python_backend_legacy/dataset/8f2000a63be0a21f6a707839b526157e88dd99460d9e150b3f040aad4fe228e0.json,raw_json,75,204955,0,tex_superscript,tex,19,0,0,159,19,0,0,0,0,33,0,0,10,0,0
python_backend_legacy/dataset/8f43d89ce64c8d2cac9f77cc43bbdae097b3dd7cd1918a6725e88ef302184d79.json,raw_json,15,28638,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,19,19,84
python_backend_legacy/dataset/8f9c7ac5593e6e83efbf56ee44f162b07ef1e0568f1196b0982fc2048eca458c.json,raw_json,29,56439,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
python_backend_legacy/dataset/900a33071e3c7696bba16d115e9bf0ab5cc45c3e44e66b96f94a41670fab5d4b.json,raw_json,17,49568,0,tex_superscript,tex,6,0,0,22,6,0,0,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/902a840d492d9b49bfaa6caa136268b6180fff14c7248e23dcef9cdaaa934a42.json,raw_json,45,135246,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python_backend_legacy/dataset/918acdb3485b8a58ea3972e066f17bab6b7747426d5cf3ebce11f5badf730ad5.json,raw_json,39,101054,0,numeric,numeric,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0
python_backend_legacy/dataset/91f5f7ed7843f2ea51ddcccf656da016543ce31937c6a08191dda493b36aeb8c.json,raw_json,58,117378,1,tex_superscript,tex,28,0,0,297,20,0,0,0,0,0,0,0,43,41,195
python_backend_legacy/dataset/926b101735707e02f4f61ebca358ff36b29cac8ca0a4a44fbe89cbad97609619.json,raw_json,16,45205,1,hybrid,tex,0,0,0,0,0,0,2,1,8,1,0,0,25,7,26
python_backend_legacy/dataset/933eae545c2651ee0ce1fe8e8066b6e2fb68c3c7d3c41c48fde2a203e53793df.json,raw_json,27,60853,1,author_year,author_year,1,0,0,3,1,0,0,0,0,0,0,0,36,36,80
python_backend_legacy/dataset/937900daecf3dca8ce11fc5337d78d4899db6187cffd57e297476b8406e7f10d.json,raw_json,15,39322,0,hybrid,tex,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0
python_backend_legacy/dataset/93a24f2f6861e1ac49311bb02d5d668d3996f394a356c0b52a796ab552442869.json,raw_json,16,72674,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,39,29,60
python_backend_legacy/dataset/93c7b27777bc1709a7bd6eab59e3f96a8d2a1e1573d7481157ef826c971cf2e3.json,raw_json,42,99403,0,numeric,numeric,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0
python_backend_legacy/dataset/940c68b71a13032c43a27a14eb625e58b6f669c7abccbbdd985e21be438d3614.json,raw_json,35,93860,0,numeric,numeric,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0
python_backend_legacy/dataset/9416085f2cb9d4f177b072587c6c46dcae2507e7e4b8e88c12788d6811865b7c.json,raw_json,12,24769,1,unknown,tex,0,0,0,0,0,0,0,0,0,7,0,1,0,0,111
python_backend_legacy/dataset/94a75eeaa326e53c81027fd16401435741f9493618321491f58d768c4fe25faf.json,raw_json,19,67838,0,hybrid,tex,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0
python_backend_legacy/dataset/9525bfa1856595e4132aa565b0034cd81fe9f55ae54a57b6b427167d93a39d3a.json,raw_json,69,115141,0,tex_superscript,tex,11,0,0,131,11,0,0,0,0,68,0,0,3,0,0
python_backend_legacy/dataset/95347afd0bb7115fcfb5c669f22af6b3ad98cac213d38c52e4f2050666cf0ba0.json,raw_json,39,115203,0,hybrid,tex,0,0,0,0,0,0,54,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/95e079bc5333f3581820a9efb959e58725b6e199f84bb28c6851e18bdedc1450.json,raw_json,17,54264,0,hybrid,tex,0,0,0,0,0,0,1,0,0,6,0,0,2,0,0
python_backend_legacy/dataset/95f14905be3b9a89e686cb662a13600043b16d54c0616b14b01d8dffb9fce5fb.json,raw_json,16,14109,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
python_backend_legacy/dataset/963fe5a74c8473b8934c8952a71f27a1fb836f1f681f0e9e438c48a9aa441d49.json,raw_json,15,32773,1,hybrid,tex,0,0,0,0,0,0,6,5,48,8,1,1,0,0,52
python_backend_legacy/dataset/96507f33f162428d9ea4d2125c96871a625f20f3d9ce770e29af8bdc741dd1a5.json,raw_json,24,51551,1,hybrid,tex,0,0,0,0,0,0,8,0,0,7,0,0,65,45,85
python_backend_legacy/dataset/9753afbd2f554bc41e0c178088acec60cadfbc7fbfcf95c730d7fb13a9f62d24.json,raw_json,25,55679,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,34,0,0,42
python_backend_legacy/dataset/9862c476d4136b77fd6e77a0f5ee60a8b073a01a251c308ada4ea99ba0d62a3e.json,raw_json,31,62086,1,author_year,author_year,1,0,0,14,1,0,0,0,0,0,0,0,41,38,82
python_backend_legacy/dataset/992a2d51e4b937485d015e6e8873a5b46f861e6e832fbbd7b22119cc52c18fa1.json,raw_json,29,87442,0,numeric,numeric,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
python_backend_legacy/dataset/995eec7190ca3657f72a3a0d97a8fc41fafd4bd37a99877863d36a65d29a68ee.json,raw_json,20,56847,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,49,47,42
python_backend_legacy/dataset/9a2fc4db4fdb7b015917a5f46aec23a2352db6fac66bc529702012af5175378a.json,raw_json,33,73684,1,tex_superscript,tex,19,0,0,71,13,0,0,0,0,35,0,0,5,4,410
python_backend_legacy/dataset/9a827a299118fd68052880cf5bbaec5475a11f6d8e35acd73be0bc8284e5d97a.json,raw_json,11,27984,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,84,78,129
python_backend_legacy/dataset/9a91bf72abadc30e1209776b1c1374aa5f44b0bae79eb22a300590af15f78474.json,raw_json,13,40945,0,tex_superscript,tex,7,0,0,33,7,0,0,0,0,0,0,0,0,0,0
python_backend_legacy/dataset/9ac88398e9ac07f2a939551e92fc5a49be0e08b8eb6c4b5b8735ab429d3c082e.json,raw_json,20,47889,1,author_year,author_year,1,0,0,12,1,0,0,0,0,0,0,0,51,51,68
python_backend_legacy/dataset/9acecab7d43dc81f42c23b4ec57ad815f079ec08ebb830f96f8b060ac6ebe4a7.json,raw_json,33,78919,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
python_backend_legacy/dataset/9bc7a55c67a4640642a1cd97dacfe351b8ec4f506b7dae542e4642d63dcb62eb.json,raw_json,12,43042,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,14,14,62
python_backend_legacy/dataset/9bd82470722a5fa0820cd7578b536c1224819cb7ad58568acefed0257b1b6aa1.json,raw_json,11,40937,1,unknown,tex,0,0,0,0,0,0,0,0,0,0,0,106,0,0,79
python_backend_legacy/dataset/9dc0271ba93a84ebfa4069b181193fe58626b078c9edc73251dac8e11aa41d82.json,raw_json,9,37291,1,tex_superscript,tex,16,0,0,27,16,0,0,0,0,25,6,14,0,0,97
python_backend_legacy/dataset/9df7fa1328844c45f169a806b7867d244ec03b326f3a8e3c0a0051ef6c6dfd11.json,raw_json,20,54100,0,hybrid,tex,0,0,0,0,0,0,58,0,0,7,0,0,0,0,0
python_backend_legacy/dataset/9e30b274e1223da4a3bb6deabe9ae9674f03c772e70133790c706d042377e9c7.json,raw_json,20,64222,0,tex_superscript,tex,15,0,0,51,9,0,0,0,0,27,0,0,8,0,0
python_backend_legacy/dataset/9e7f33f176cfcec8092f2fc93c27e0744e695bf9c39279e9c25b7c3952cc20b5.json,raw_json,27,85763,1,hybrid,tex,0,0,0,0,0,0,3,0,2,2,0,0,70,61,205
python_backend_legacy/dataset/9eac9cc149a88b38aa49634381d91879803c9588749d424b9ea27fe28038687e.json,raw_json,44,123949,0,numeric,numeric,2,0,0,178,2,0,0,0,0,48,0,0,1,0,0
python_backend_legacy/dataset/9f453cb162ac900cc9d1520d90afa17c3e18604d81490d8bb55e53670ef0148c.json,raw_json,71,150933,0,tex_superscript,tex,12,0,0,344,12,0,0,0,0,51,0,0,5,0,0
python_backend_legacy/dataset/9fc303c7add93263f55f5717b879eea8761bfb9b3e92da45fc6076ec49d259b2.json,raw_json,18,42040,1,numeric,numeric,0,0,0,0,0,0,0,0,0,43,43,43,0,0,21
python_backend_legacy/dataset/a0c7748051bb0f714179b092a8f8a04dea8c926351c8d0e2eab694b2a0605db0.json,raw_json,20,43847,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,49,24,23,76
python_backend_legacy/dataset/a145f2326ca429b7f7dd9b83aa2f93b081d656ff948683fbb2fdb35dede5368e.json,raw_json,40,143573,0,tex_superscript,tex,11,0,0,115,11,0,0,0,0,24,0,0,6,0,0
python_backend_legacy/dataset/a175638f3b0c1e00f8d8d8daffb1cf2938d3ef1a2a1be8e88bc60654b6f2735b.json,raw_json,14,60762,1,numeric,numeric,0,0,0,0,0,0,0,0,0,29,0,0,0,0,147
python_backend_legacy/dataset/a1af2a0a3efd906d3ab668f0bb1ac7ca8817b1b5627424c4dc339a4ab3da3c78.json,raw_json,27,96625,0,hybrid,tex,2,0,0,0,1,0,0,0,0,10,0,0,3,0,0
python_backend_legacy/dataset/a245178094a2485ebe685eae84a15d5f5601481394996cd2c915de919d231f0e.json,raw_json,65,209333,0,numeric,numeric,0,0,0,0,0,0,0,0,0,41,0,0,6,0,0
python_backend_legacy/dataset/a28776b2b409fb28420125c30de7ec5bcdfac085d32e53a00d84a1f0e620e923.json,raw_json,15,34723,0,author_year,author_year,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python_backend_legacy/dataset/a2b98eaef76a581b7fa529e32eb9d43a0bddcb9532a852d5081dc7d0548e06d8.json,raw_json,31,85089,0,numeric,numeric,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0
python_backend_legacy/dataset/a4b96b3647c37bc23610c1f2bfc735960fed90e3855e430ee582ad4180e5eca3.json,raw_json,13,27736,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5
python_backend_legacy/dataset/a60a25cfdd384d85ce3e120df8acfd5e28e3d714b1289dfacfac32cc5255c53b.json,raw_json,32,101866,0,hybrid,tex,0,0,0,0,0,0,39,0,0,4,0,0,0,0,0
python_backend_legacy/dataset/a6bb052e13536cc429fbe1250b7b03f9f1d95a0604495afaccd38326a4071808.json,raw_json,27,63700,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,32,31,86
python_backend_legacy/dataset/a767fe39134037347dd60a23989549b4858880380e3956f81ef8bc34f09674b5.json,raw_json,14,51362,0,hybrid,tex,0,0,0,0,0,0,16,0,0,2,0,0,1,0,0
python_backend_legacy/dataset/a7d30f50c389645c8a3f487c27057c2a355f23db36b5725920d18cd801f85eb4.json,raw_json,13,39608,1,numeric,numeric,0,0,0,0,0,0,0,0,0,26,26,20,0,0,54
python_backend_legacy/dataset/a8231cc1924b4efe63d51ad06192237248d2eef760f2c18ef1564d61e2e8314f.json,raw_json,51,140087,0,tex_superscript,tex,27,0,0,190,27,0,0,0,0,29,0,0,1,0,0
python_backend_legacy/dataset/a8dc329080f3568dcefb4fb9fc2d7cff3b0816e9500146e49b4e1b3c39c43286.json,raw_json,27,83317,0,numeric,numeric,3,0,0,103,3,0,0,0,0,44,0,0,8,0,0
python_backend_legacy/dataset/a953dabca68b736dba02dd967f9148f6d11b046ff4c49dae16ad90130386c0c2.json,raw_json,24,59739,0,numeric,numeric,4,0,0,56,4,0,0,0,0,19,0,0,9,0,0
python_backend_legacy/dataset/a9c5a0b1b4d32982b83dcfa8cf5ef104c3dbea317dad15d59183b693ead3d195.json,raw_json,15,29794,1,numeric,numeric,0,0,0,0,0,0,0,0,0,34,33,35,1,1,76
python_backend_legacy/dataset/aa7f003f393359743c64bc9e3f83e885bdb9fbff787ef26f85766ea9a96b4b25.json,raw_json,13,39421,0,hybrid,tex,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
python_backend_legacy/dataset/aaffae0d77ae84b7056a8842a2d69fdaf903f1e38bdf36794f3ecb947a070ff3.json,raw_json,13,38808,0,hybrid,tex,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0
python_backend_legacy/dataset/ab5ce7fcd160a7c21641bd63d28e8652c7194113093f78741bd53b6988c2c65f.json,raw_json,51,150187,0,hybrid,tex,0,0,0,0,0,0,110,0,0,3,0,0,0,0,0
python_backend_legacy/dataset/abb85270f979b81ebcf49b7bd82d5ed67c9471b02954c0b42e27611458c5622a.json,raw_json,20,45154,0,hybrid,tex,0,0,0,0,0,0,27,0,0,10,0,0,1,0,0
python_backend_legacy/dataset/ac3c6dc50a9e140384447900e7f8dd908ca2eaff0718965dab1110a1ce8a026b.json,raw_json,65,137736,1,hybrid,tex,0,0,0,0,0,0,25,0,0,3,0,0,5,0,0
python_backend_legacy/dataset/ac7f71591acbbc10e92fe19176d30f464b01052959d5ae6cc8684344f6e85144.json,raw_json,21,66770,0,tex_superscript,tex,7,0,0,79,7,0,0,0,0,5,0,0,0,0,0
python_backend_legacy/dataset/acb06a52a0a1c666bf7539de06b6fff507d91a487295c82fe1ae072254e258b5.json,raw_json,26,85545,0,numeric,numeric,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0
python_backend_legacy/dataset/ad1a323f3ad58ea02b2d9c9070d85f43a613bb4859aa085bb882442a2c5ce7bd.json,raw_json,33,103712,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
python_backend_legacy/dataset/ad50112c7663521e72855b6544659175e71c26a1f54f8139dadad5bb8fa3d45f.json,raw_json,10,28149,0,tex_superscript,tex,6,0,0,14,3,0,0,0,0,6,0,0,6,0,0
python_backend_legacy/dataset/add5dfea3cf01260d6f5974129f9a6133d0cb2df46f770cd00a69278b77ce60b.json,raw_json,23,75462,0,tex_superscript,tex,7,0,0,75,7,0,0,0,0,34,0,0,1,0,0
python_backend_legacy/dataset/ae7e6ef1c23334529f667c0e0631fa86455956c8f2a5a27dfdc2494b37fabe84.json,raw_json,17,42369,0,unknown,tex,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
python_backend_legacy/dataset/aec31cb4df5a1025bdb4b2c8179f3904486aa7a9a4a7e84a44645c8b47fcc421.json,raw_json,29,72952,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,40,39,51
python_backend_legacy/dataset/aec7923844a43c79a4f3f685cffe82e2259de493af168a4c315a62a44b9963ac.json,raw_json,25,85616,0,numeric,numeric,0,0,0,0,0,0,0,0,0,84,0,0,2,0,0
python_backend_legacy/dataset/afd3773c605f4c69906b76bf53d5793ba12f4c1e7645f8c25759f66a0b9fa44b.json,raw_json,20,91366,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
python_backend_legacy/dataset/b115963b200184b31774561f3580b77c326b7fa829b5ac882682ea9f56f43415.json,raw_json,35,122296,0,numeric,numeric,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
python_backend_legacy/dataset/b14cad11960b9b8ff4af5059b80ddc456bdd3a5af9ec7868835935ae8dcf17ca.json,raw_json,23,67307,0,hybrid,tex,1,0,0,82,1,0,0,0,0,4,0,0,3,0,0
python_backend_legacy/dataset/b2313b06079a96ad5f8bedcce5a032b001328ddadca2646089abfdbee5a4fcc4.json,raw_json,12,50312,0,hybrid,tex,0,0,0,0,0,0,8,0,0,3,0,0,28,0,0
python_backend_legacy/dataset/b2825453b90fd4c15dcb232d30fe4e45e3c4f1771ce58171b9d77a7da4b69418.json,raw_json,15,64842,1,numeric,numeric,0,0,0,0,0,0,0,0,0,11,0,0,63,60,94
python_backend_legacy/dataset/b2a38578ac243073d3d50e13c34c19cdecc43fe66482a33772ddea8dfdb3cf14.json,raw_json,10,35467,0,numeric,numeric,0,0,0,0,0,0,0,0,0,24,0,0,10,0,0
python_backend_legacy/dataset/b37a55455ff34de64d3793fb39b8e7cafd7930dd492ca3dc8885657d30ebb44a.json,raw_json,17,31681,1,numeric,numeric,0,0,0,0,0,0,0,0,0,17,17,52,0,0,97
python_backend_legacy/dataset/b46903236ab2f26d18fafea58699431cf79945c7d3b91fa5727e11e18e6cea3b.json,raw_json,47,127683,0,hybrid,tex,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/b4a7799295aefb2a7e8c95f2934ff8f6fe22e3c9eff5e28d94f9dac55183b17c.json,raw_json,24,65725,1,numeric,numeric,7,0,0,20,7,0,0,0,0,11,11,132,1,0,269
python_backend_legacy/dataset/b50493412fb6f397729b1e923aa0630f354a67a3a4e1e729fae5eec3b8635259.json,raw_json,12,40216,0,tex_superscript,tex,16,0,0,13,8,0,0,0,0,23,0,0,0,0,0
python_backend_legacy/dataset/b515c66172be01128b92d23de9c8f36ae5c647a21ff1dc5ff3afc3d978ba3426.json,raw_json,21,41909,1,unknown,numeric,0,0,0,0,0,0,0,0,0,2,2,27,0,0,91
python_backend_legacy/dataset/b548dd6de795fce747320bf76a3369a08644d257f10ef3d33a0c5ca12836a145.json,raw_json,40,101372,1,numeric,numeric,0,0,0,0,0,0,0,0,0,19,0,0,128,128,242
python_backend_legacy/dataset/b6433cd3f453bf045ecc7aba8cc386eb80bcdf47319babe60f8b5bc6f3de977f.json,raw_json,10,31119,1,unknown,author_year,0,0,0,0,0,0,0,0,0,0,0,25,1,1,52
python_backend_legacy/dataset/b7839cb994768c019eaffda6cd261901f7c60bf390488c5669421c63afe2f93d.json,raw_json,41,134625,0,numeric,numeric,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0
python_backend_legacy/dataset/b7b52e03bf599dbf60d55d8f5b404567c448fe9072fe433dc7761c33b3e991a5.json,raw_json,9,29980,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,18,18,28
python_backend_legacy/dataset/b8319b6c175d7af3a3cc4b89cc065569b1d1c980839d1ed3ab37e1fdaf627b4d.json,raw_json,13,31849,0,hybrid,tex,2,0,0,9,2,0,0,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/b8a03e98a62d8a040fc1f934199480048b5c5c028a635edce4686c3afc4c3754.json,raw_json,34,80891,0,numeric,numeric,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
python_backend_legacy/dataset/b993b6d5b78e38c15813490f848e731603c1058e7b9b2f6194696150b079ff10.json,raw_json,11,37268,1,author_year,author_year,1,0,0,4,1,0,0,0,0,0,0,0,19,16,64
python_backend_legacy/dataset/b9a8645bf2fc092f0be6461458c5dff065b3592101c0fd45de7c5ca1503ffff5.json,raw_json,13,30204,0,hybrid,tex,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/ba9b247e4b00b65d5b094bf6b73cac05c46b5678569a5fc61be67c717c6a2c1d.json,raw_json,28,88360,0,numeric,numeric,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0
python_backend_legacy/dataset/bacdd2a01126b773f74ddd91c2f2cc15fc2b4f48d0a10fcb1a0216d4b2ca8371.json,raw_json,36,137835,0,tex_superscript,tex,9,0,0,144,9,0,0,0,0,23,0,0,10,0,0
python_backend_legacy/dataset/bba0e2111379810bbdeca6cc4d7568aad2d07acc9b0fa1e908ad55b554be73ec.json,raw_json,25,73676,1,numeric,numeric,0,0,0,0,0,0,0,0,0,25,0,58,2,2,84
python_backend_legacy/dataset/bc0a323cb90ea42b788655d622f96ce4e2a68b99c2359010f8d0298e78a12679.json,raw_json,31,74498,0,hybrid,tex,0,0,0,0,0,0,30,0,0,6,0,0,1,0,0
python_backend_legacy/dataset/bc55dce9556840af91637d0bce4a51d22f4d05f1d16ca0b155929cb6bf870ccf.json,raw_json,37,66342,1,numeric,numeric,0,0,0,0,0,0,0,0,0,102,102,72,0,0,241
python_backend_legacy/dataset/be48d1519a8fd0ea69a7dbee75294685024639177e7aa0660d520cffb70cbf2a.json,raw_json,33,88252,0,tex_superscript,tex,30,0,0,100,17,0,0,0,0,62,0,0,0,0,0
python_backend_legacy/dataset/becbce3ef9828fca0fbe39b72c554ed3a8d96b19fee9255200a5fb04042c9229.json,raw_json,32,75539,0,tex_superscript,tex,6,0,0,111,3,0,0,0,0,57,0,0,2,0,0
python_backend_legacy/dataset/bf15de86e7924d3cb531b4725262888ca4fa9212813a30d6f1b850eaea457c72.json,raw_json,46,138787,1,tex_superscript,tex,9,0,0,108,7,0,0,0,0,78,0,0,4,2,81
python_backend_legacy/dataset/bf7a1d5377523d6315aa5c4f9755855c2d8aba3dd0d3d08c75dca7118de747a9.json,raw_json,13,43050,0,numeric,numeric,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
python_backend_legacy/dataset/bf80b6c2c0a65ce969b4bc89d24234d7530c2dc0c98473613b48e12ab543708c.json,raw_json,63,127364,0,author_year,author_year,4,0,0,91,2,0,0,0,0,0,0,0,2,0,0
python_backend_legacy/dataset/bfcc97ed9dac4a9a5ccf7481ff13f367ee197d6f9fc6b86f34717622d1978343.json,raw_json,47,151053,0,numeric,numeric,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0
python_backend_legacy/dataset/c052dea628865fda1dfb04ce90bb24c93563c5183dfad48203fd37843091f0fb.json,raw_json,37,112315,0,numeric,numeric,0,0,0,0,0,0,0,0,0,25,0,0,3,0,0
python_backend_legacy/dataset/c06e0878efa9a2e4352ee9aefa316d24e2841e25efffe5fc940d7845a7b01370.json,raw_json,8,27972,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,42,37,53
python_backend_legacy/dataset/c19d0ae90c8947a8cc0b98f414b22cc97f0afc1873195ab8422582ccb620f4f0.json,raw_json,30,77421,0,numeric,numeric,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0
python_backend_legacy/dataset/c208473f178f403e126425f17ac6cff9fd8a87711aa20c461833ab5a33d680e2.json,raw_json,15,32665,1,hybrid,tex,0,0,0,0,0,0,6,6,58,2,2,29,0,0,53
python_backend_legacy/dataset/c26e84ccea6ef3a2f2dc8ebbbf317b6ccdb3f77591f8bcf3bb81af67a7fe6170.json,raw_json,27,64889,1,hybrid,tex,0,0,0,0,0,0,20,9,68,7,2,34,0,0,33
python_backend_legacy/dataset/c2f05a196d4ac83553dc45f14497922dda88ea351ea1fa8057512d02826734f1.json,raw_json,51,161836,0,numeric,numeric,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0
python_backend_legacy/dataset/c3167c133d5a1960cb6f5a8f11dfbfa41f98ae34741f59ec35ca64ffad9e6cfd.json,raw_json,18,49370,0,hybrid,tex,4,0,0,59,4,0,0,0,0,5,0,0,0,0,0
python_backend_legacy/dataset/c395e8da9ab38a714ab1e0df329ddd23654bcbacb55da4017bd67ed251d38a9c.json,raw_json,27,67858,1,tex_superscript,tex,24,0,0,58,24,0,0,0,0,0,0,85,0,0,211
python_backend_legacy/dataset/c413006a7151f565340f3f57e1396f5b1d4a73714408e36969d9717b7efdcd7e.json,raw_json,17,38072,1,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,43,42,78
python_backend_legacy/dataset/c54db0287efa478b3823d869ad3b7b1e7a9aca6d19341ac62a5a4e85cf6e1d9c.json,raw_json,50,81640,1,numeric,numeric,0,0,0,0,0,0,0,0,0,196,192,119,2,0,303
python_backend_legacy/dataset/c5bfeaf24acfae9a851648af4185c61b9b7bab202adc61db998bbf4dd3045aa3.json,raw_json,17,35272,1,numeric,numeric,0,0,0,0,0,0,0,0,0,33,33,34,2,1,87
python_backend_legacy/dataset/c666e2078ae7d8248009e79855fe3f11aa59b0f3ae1136363d57e257ed636def.json,raw_json,29,82882,0,numeric,numeric,2,0,0,83,2,0,0,0,0,31,0,0,0,0,0
python_backend_legacy/dataset/c7abe1816adc0298f889835ed4e4813d2e7be9b4b4a9fc60bdbaed418a4e3feb.json,raw_json,30,71225,0,tex_superscript,tex,11,0,0,85,11,0,0,0,0,0,0,0,0,0,0
python_backend_legacy/dataset/c7dd493d0e4cd6adc800ec79a8df1cee46d07d99b479d75fe542035a5116699a.json,raw_json,18,46028,1,hybrid,tex,3,0,0,48,3,0,31,1,2,1,1,51,0,0,119
python_backend_legacy/dataset/c7e2cce669517337cf3706ce957147465e285dbf403baf1ae52358041623442c.json,raw_json,22,46051,1,tex_superscript,tex,7,0,0,12,5,0,0,0,0,91,0,0,0,0,144
python_backend_legacy/dataset/c9fa8d1587264bb86df2db81e426f430f848e55687ed69a5816fb52acf75be7a.json,raw_json,26,52739,0,hybrid,tex,0,0,0,0,0,0,28,0,0,5,0,0,0,0,0
python_backend_legacy/dataset/cab180402b3e59656ad2584ed757e7a7edca00546e5bc5193163ba73846395c7.json,raw_json,28,79459,0,numeric,numeric,1,0,0,81,1,0,0,0,0,25,0,0,0,0,0
python_backend_legacy/dataset/cabc9faa1955995c545c462bdedeb3a50cf24244bf7c65cc14f58ab436729909.json,raw_json,15,36938,1,numeric,numeric,0,0,0,0,0,0,0,0,0,60,0,0,0,0,73
python_backend_legacy/dataset/cb4b7534d957b0768d751130632c5047fdb05855737715ddca3c653ed9350a16.json,raw_json,20,25464,0,unknown,tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python_backend_legacy/dataset/cbde8edc1bd75929623658e2887f96d82444f65d172f5271b537f4ddcdf73626.json,raw_json,15,69643,1,hybrid,tex,2,0,0,51,1,0,0,0,0,2,0,0,2,0,39
python_backend_legacy/dataset/cbf6af173f743a1cbb39aa9f40fc2ad6c2958b183887179e69ab0c8e38be5fba.json,raw_json,11,50240,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python_backend_legacy/dataset/cbf887c3f15bbced16d44d66f097ac115e9c5652ffee132b447f6f232e7405aa.json,raw_json,22,77028,0,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python_backend_legacy/dataset/cc565a2509365859f435071a10098d39fb8a5e61ae46c83336a4f56bebf66ffb.json,raw_json,1,88188,0,numeric,numeric,1,0,0,29,1,0,0,0,0,40,0,0,22,0,0
python_backend_legacy/dataset/cc6b6ef8368e5af95966c837d7eb3ef8cf0f7cea72125e269c3b4beebb142d6d.json,raw_json,11,33884,0,hybrid,tex,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0
python_backend_legacy/dataset/cca7cc7bff873693f42322ed45af8c38596bf3478e8af1399e8650485feb43d2.json,raw_json,21,44753,1,numeric,numeric,0,0,0,0,0,0,0,0,0,23,23,103,0,0,147
python_backend_legacy/dataset/ccbb2344705b084d6c54944620ddb4e632b1ed3a0d2c377fd1ba5f610ae160fc.json,raw_json,25,67627,0,hybrid,tex,4,0,0,65,4,0,0,0,0,10,0,0,0,0,0
