file,source_type,pages_count,text_chars,references_count,baseline_style,baseline_dominant_bucket,current_style,current_dominant_bucket,base_dom_intext_total,base_dom_success_occurrences,base_dom_bib_unique_total,base_dom_success_percentage,cur_dom_intext_total,cur_dom_success_occurrences,cur_dom_bib_unique_total,cur_dom_success_percentage,delta_dom_intext_total,delta_dom_success_occurrences,delta_dom_bib_unique_total,delta_dom_success_percentage,base_foot_intext_total,base_foot_success_occurrences,base_foot_bib_unique_total,cur_foot_intext_total,cur_foot_success_occurrences,cur_foot_bib_unique_total,delta_foot_success_occurrences,delta_foot_success_percentage,base_tex_intext_total,base_tex_success_occurrences,base_tex_bib_unique_total,cur_tex_intext_total,cur_tex_success_occurrences,cur_tex_bib_unique_total,delta_tex_success_occurrences,delta_tex_success_percentage,base_numeric_intext_total,base_numeric_success_occurrences,base_numeric_bib_unique_total,cur_numeric_intext_total,cur_numeric_success_occurrences,cur_numeric_bib_unique_total,delta_numeric_success_occurrences,delta_numeric_success_percentage,base_author_year_intext_total,base_author_year_success_occurrences,base_author_year_bib_unique_total,cur_author_year_intext_total,cur_author_year_success_occurrences,cur_author_year_bib_unique_total,delta_author_year_success_occurrences,delta_author_year_success_percentage,error
python_backend_legacy/dataset/64bf8a36d93650c4e7f6e81170de768a95d46210f6d3ea999cc258d2d93cb1ec.json,raw_json,81,250338,0,superscript,tex,superscript,tex,10,10,11,100,10,10,11,100,0,0,0,0,20,20,264,27,22,264,2,-18.519999999999996,10,10,11,10,10,11,0,0,30,30,264,30,30,264,0,0,0,0,151,0,0,151,0,0,
python_backend_legacy/dataset/64c7005eaed374ffa00861b78f9f23e7fccda2a5fb482a1f6e10e135cedc2b84.json,raw_json,38,131124,0,superscript,tex,superscript,tex,10,10,11,100,10,10,11,100,0,0,0,0,0,0,92,6,0,92,0,0,10,10,11,10,10,11,0,0,0,0,92,0,0,92,0,0,0,0,130,0,0,130,0,0,
python_backend_legacy/dataset/65640ae4b5061ffca2241a61e428b976656df3da76ef48016b83b21cafde1c23.json,raw_json,31,113108,0,superscript,tex,superscript,tex,192,192,180,100,192,192,180,100,0,0,0,0,1,0,0,135,0,0,0,0,192,192,180,192,192,180,0,0,32,0,0,32,0,0,0,0,0,0,125,0,0,125,0,0,
python_backend_legacy/dataset/65ea455cb4e81ddb0bdaa9c5befbc88dcb5d77afd629b477920339276155e808.json,raw_json,26,61830,1,author_year,author_year,author_year,author_year,0,0,303,0,0,0,303,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,130,0,0,130,0,0,0,0,130,0,0,130,0,0,0,0,303,0,0,303,0,0,
python_backend_legacy/dataset/67bd8148750cfd55a1ae2ffcfcec18c07bc50b6ae15771174ad08a76025046e2.json,raw_json,31,101106,0,superscript,tex,superscript,tex,12,12,21,100,12,12,21,100,0,0,0,0,0,0,104,10,0,104,0,0,12,12,21,12,12,21,0,0,0,0,104,0,0,104,0,0,0,0,89,0,0,89,0,0,
python_backend_legacy/dataset/691f1e7abf8d3286cf618806f4d5ab35dd4c88fd4e6a9dd6c529c7ae7a91c210.json,raw_json,18,50144,0,superscript,tex,superscript,tex,79,79,44,100,79,79,44,100,0,0,0,0,0,0,0,72,0,0,0,0,79,79,44,79,79,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/69377af68158c4d63cd0fe719e1798fd8b28b76d13159f4063554fda9e59f587.json,raw_json,46,122541,0,superscript,tex,superscript,tex,324,324,210,100,324,324,210,100,0,0,0,0,0,0,0,257,0,0,0,0,324,324,210,324,324,210,0,0,7,0,0,7,0,0,0,0,0,0,119,0,0,119,0,0,
python_backend_legacy/dataset/6959a4edd5f4fa32ad3410de50fcaedeced26f76bb22231390a53616fd7f8f21.json,raw_json,21,42834,1,author_year,author_year,author_year,author_year,13,13,82,100,13,13,82,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,82,13,13,82,0,0,
python_backend_legacy/dataset/6abc864b89927bf6b6851da385d0d988c8c0104f73d7f2c1e10d2f2ad0def03b.json,raw_json,39,148082,0,numeric,numeric,numeric,numeric,1,1,1,100,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,1,1,1,1,1,1,0,0,0,0,157,0,0,157,0,0,
python_backend_legacy/dataset/6ac53058f78d1393ad87b1d8ad010ae0d2200fd13cc863b9c240fa9270d0667a.json,raw_json,17,53255,0,superscript,tex,superscript,tex,87,87,86,100,87,87,86,100,0,0,0,0,0,0,0,70,0,0,0,0,87,87,86,87,87,86,0,0,17,0,0,17,0,0,0,0,0,0,52,0,0,52,0,0,
python_backend_legacy/dataset/6ada9f4ac22c41cf3414528b5ce5afa351d7ac9a8567790d9e91827c892167a2.json,raw_json,49,108412,0,superscript,tex,superscript,tex,503,503,306,100,503,503,306,100,0,0,0,0,0,0,0,361,0,0,0,0,503,503,306,503,503,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/6b38965d7d55dccbf33bfa08ea825013240faa49667303144fb6a516866ecd55.json,raw_json,14,38789,0,tex_superscript,tex,tex_superscript,tex,0,0,34,0,0,0,34,0,0,0,0,0,0,0,34,3,0,34,0,0,0,0,34,0,0,34,0,0,0,0,34,0,0,34,0,0,0,0,26,0,0,26,0,0,
python_backend_legacy/dataset/6d20762dc07e5dd2730176a0feefebfd8a97383c0d7736520d664badbd460f6f.json,raw_json,21,97491,0,superscript,tex,superscript,tex,184,184,106,100,184,184,106,100,0,0,0,0,12,0,0,126,0,0,0,0,184,184,106,184,184,106,0,0,0,0,0,0,0,0,0,0,1,0,109,1,0,109,0,0,
python_backend_legacy/dataset/6de1c82e1e5cb6e81f7e1b8ebde5cbe6e87da470c7db7178b90939be24cd5366.json,raw_json,29,89964,0,superscript,tex,superscript,tex,73,73,92,100,73,73,92,100,0,0,0,0,0,0,0,59,0,0,0,0,73,73,92,73,73,92,0,0,5,0,0,5,0,0,0,0,0,0,52,0,0,52,0,0,
python_backend_legacy/dataset/6df78f5a35d3f10136d5802c62ad90fd7257501306329ce3749ab47ab14629eb.json,raw_json,39,107208,0,superscript,tex,superscript,tex,190,190,125,100,190,190,125,100,0,0,0,0,2,0,0,140,0,0,0,0,190,190,125,190,190,125,0,0,6,0,0,6,0,0,0,0,0,0,83,0,0,83,0,0,
python_backend_legacy/dataset/6f7a891cd2e96f722a5a8926ba383ab36192ad9d8915a97c03e5556014ba1006.json,raw_json,32,98686,0,hybrid,tex,hybrid,tex,36,36,79,100,36,36,79,100,0,0,0,0,0,0,79,0,0,79,0,0,36,36,79,36,36,79,0,0,0,0,79,0,0,79,0,0,0,0,58,0,0,58,0,0,
python_backend_legacy/dataset/71024ac46c16d248dd037a32e6e793a1c887d94be7f3759908ba137d2ea14e2d.json,raw_json,14,57903,1,author_year,author_year,author_year,author_year,18,18,41,100,18,18,41,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,41,18,18,41,0,0,
python_backend_legacy/dataset/719819dbd6f33d21e7534d22f4c7576547fe44bcad1d7373af60911392f17b96.json,raw_json,35,47758,1,author_year,author_year,author_year,author_year,0,0,127,0,0,0,127,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,4,0,0,4,0,0,45,0,0,45,0,0,0,0,0,0,127,0,0,127,0,0,
python_backend_legacy/dataset/72f444fc4a56f753b9760d07f85a3796b5115e093fa4c1e4da92058afa04d22a.json,raw_json,49,127758,0,superscript,tex,superscript,tex,154,154,126,100,154,154,126,100,0,0,0,0,6,0,0,129,0,0,0,0,154,154,126,154,154,126,0,0,0,0,2,0,0,2,0,0,0,0,60,0,0,60,0,0,
python_backend_legacy/dataset/7316dfefe11e9019fd0c71c9d41879981fb7c9b708735fc876825eed09a8c3bc.json,raw_json,14,46154,0,superscript,tex,superscript,tex,65,65,73,100,65,65,73,100,0,0,0,0,5,0,0,53,0,0,0,0,65,65,73,65,65,73,0,0,5,0,0,5,0,0,0,0,5,0,33,5,0,33,0,0,
python_backend_legacy/dataset/731d57beb697a8ce43e29678f36db8ad029df225fcaa07c95c38ff93e51c31f0.json,raw_json,35,92608,0,superscript,tex,superscript,tex,6,6,26,100,6,6,26,100,0,0,0,0,0,0,31,4,0,31,0,0,6,6,26,6,6,26,0,0,6,6,31,6,6,31,0,0,0,0,75,0,0,75,0,0,
python_backend_legacy/dataset/73a35f85eab928b56f395d380950f8834eed94c0459c4e1effc13f272f43f652.json,raw_json,28,63419,1,author_year,author_year,author_year,author_year,33,33,135,100,33,33,135,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,135,33,33,135,0,0,
python_backend_legacy/dataset/73ba8c65231d048e9b0fde3591c6d02dffba286233b8c46dbfbffc9842fc73e4.json,raw_json,12,28018,1,author_year,author_year,author_year,author_year,17,17,76,100,17,17,76,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,76,17,17,76,0,0,
python_backend_legacy/dataset/74b31d535d696bcc78cc3bd172246c0dbd4427c62b4a242214d037495c10f9c2.json,raw_json,53,146217,0,superscript,tex,superscript,tex,518,518,360,100,518,518,360,100,0,0,0,0,7,0,0,407,0,0,0,0,518,518,360,518,518,360,0,0,15,0,0,15,0,0,0,0,0,0,208,0,0,208,0,0,
python_backend_legacy/dataset/74d9734b89733fb9004b6f8c75e07a421b9ee7cf3ffe55756a408b75d616c9e3.json,raw_json,16,35491,0,numeric,numeric,numeric,numeric,3,3,27,100,3,3,27,100,0,0,0,0,0,0,27,0,0,27,0,0,0,0,27,0,0,27,0,0,3,3,27,3,3,27,0,0,0,0,103,0,0,103,0,0,
python_backend_legacy/dataset/75429fcc3816234066bf22b0c973d3f954057bd91dea79ad6d2d991ea7277038.json,raw_json,15,34060,0,superscript,tex,superscript,tex,145,145,82,100,145,145,82,100,0,0,0,0,0,0,0,144,0,0,0,0,145,145,82,145,145,82,0,0,2,0,0,2,0,0,0,0,8,2,34,8,2,34,0,0,
python_backend_legacy/dataset/755b0a255532dbc19cf509cff599159d8d95f58f2f0cd8d2e2b3bbd80659349d.json,raw_json,29,48910,1,author_year,author_year,author_year,author_year,105,102,83,97.14,105,102,83,97.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,102,83,105,102,83,0,0,
python_backend_legacy/dataset/7569544a09fde6869abc6ab3fd8ffce6ced5dbbdf7b36f1082234ad987a78dea.json,raw_json,29,93766,0,superscript,tex,superscript,tex,142,142,124,100,142,142,124,100,0,0,0,0,0,0,0,98,0,0,0,0,142,142,124,142,142,124,0,0,0,0,3,0,0,3,0,0,6,3,74,6,3,74,0,0,
python_backend_legacy/dataset/75704b3a85720544a05e06d337d65718a663559bd8171976d21c145dd76b3f1c.json,raw_json,56,147578,0,superscript,tex,superscript,tex,256,256,226,100,256,256,226,100,0,0,0,0,0,0,109,197,94,109,94,47.72,256,256,226,256,256,226,0,0,12,12,109,12,12,109,0,0,1,1,113,1,1,113,0,0,
python_backend_legacy/dataset/75d45de5b99f45bc76f7430809ada48b9c4bea205edd40f5b882bb80f7199d87.json,raw_json,23,53787,1,author_year,author_year,author_year,author_year,99,99,137,100,99,99,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,137,99,99,137,0,0,
python_backend_legacy/dataset/77c985cb648fe073b0c4b744c3d0469d8a3edf059e5923cdf2c404506f1925d6.json,raw_json,18,40838,1,superscript,tex,superscript,tex,121,121,70,100,121,121,70,100,0,0,0,0,0,0,0,89,0,0,0,0,121,121,70,121,121,70,0,0,0,0,0,0,0,0,0,0,1,1,147,1,1,147,0,0,
python_backend_legacy/dataset/7867500c466518a17627b3f82971f0977dfc2eb4dca9575d71d3fa8eb2946983.json,raw_json,29,141572,0,superscript,tex,superscript,tex,522,522,302,100,522,522,302,100,0,0,0,0,0,0,0,335,0,0,0,0,522,522,302,522,522,302,0,0,233,0,0,233,0,0,0,0,8,0,143,8,0,143,0,0,
python_backend_legacy/dataset/788bed3996a36aab709739eb899337beaf04b69fdda7971e5d0e84ab464adec5.json,raw_json,8,34287,1,hybrid,tex,hybrid,tex,16,16,80,100,16,16,80,100,0,0,0,0,11,0,0,11,0,0,0,0,16,16,80,16,16,80,0,0,0,0,7,0,0,7,0,0,0,0,103,0,0,103,0,0,
python_backend_legacy/dataset/796db0b3d002c0042b2507a5d7943b9daa8f921c6d820af03f4013cf9634ae00.json,raw_json,31,71083,1,hybrid,tex,hybrid,tex,28,28,200,100,28,28,200,100,0,0,0,0,4,0,0,60,0,0,0,0,28,28,200,28,28,200,0,0,0,0,7,0,0,7,0,0,1,1,269,1,1,269,0,0,
python_backend_legacy/dataset/7a01369a93531445d610cbd85239213cbc24cf51a0155811ff023677f53906d3.json,raw_json,19,60531,0,superscript,tex,superscript,tex,173,173,87,100,173,173,87,100,0,0,0,0,0,0,0,109,0,0,0,0,173,173,87,173,173,87,0,0,13,0,0,13,0,0,0,0,3,1,48,3,1,48,0,0,
python_backend_legacy/dataset/7a4bb1e2c380ef0f1bdf61a6e76cfc6de2a79d5666d0f8fe18ecfafd261af53b.json,raw_json,25,65264,1,hybrid,tex,hybrid,tex,1,1,4,100,1,1,4,100,0,0,0,0,6,0,0,6,0,0,0,0,1,1,4,1,1,4,0,0,49,0,0,49,0,0,0,0,0,0,146,0,0,146,0,0,
python_backend_legacy/dataset/7b86b6031c0bd6efcd234fd19a495d5797ca0c062fcbb0b72eef8190204ff88f.json,raw_json,18,54730,1,author_year,author_year,author_year,author_year,25,25,48,100,25,25,48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,48,25,25,48,0,0,
python_backend_legacy/dataset/7c14f12170f62da61c5b76133ec3a6baa3baec9b93e3747e236dc46b244d32c3.json,raw_json,23,63447,0,superscript,tex,superscript,tex,100,100,88,100,100,100,88,100,0,0,0,0,0,0,0,69,0,0,0,0,100,100,88,100,100,88,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/7cbc609bf42369422f9d9a47e5e4ef6140c4084f1c6f627db87bbbe669cd0e98.json,raw_json,20,57807,0,superscript,tex,superscript,tex,30,30,91,100,30,30,91,100,0,0,0,0,6,0,0,32,0,0,0,0,30,30,91,30,30,91,0,0,24,0,0,24,0,0,0,0,0,0,85,0,0,85,0,0,
python_backend_legacy/dataset/7d191071f5a3c2f152ccca1911b038b438a08ef76d566aac4680155298236aa9.json,raw_json,20,41980,1,hybrid,tex,hybrid,tex,2,2,90,100,2,2,90,100,0,0,0,0,2,0,0,34,0,0,0,0,2,2,90,2,2,90,0,0,0,0,1,0,0,1,0,0,0,0,81,0,0,81,0,0,
python_backend_legacy/dataset/7da9998ed0e085dba55e0988d1a46267b5d7d8dd2fb70f7849efcbdf7f63a70f.json,raw_json,20,63804,0,superscript,tex,superscript,tex,20,20,20,100,20,20,20,100,0,0,0,0,0,0,0,20,0,0,0,0,20,20,20,20,20,20,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/7dde314289acd5fff7871a4742efe45a9838a01a759ccc5ddd603bda07bbffab.json,raw_json,13,35495,1,author_year,author_year,author_year,author_year,5,5,37,100,5,5,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,37,5,5,37,0,0,
python_backend_legacy/dataset/7e31b3ba3a52577ea0088276f67eb9afd3870a3ca89afff3a8fc7a18cfce645e.json,raw_json,8,34629,0,author_year,author_year,author_year,author_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,9,0,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/7e75a4b20f745440d5b7c51b1d5df38977798f44ad98c4289287d0de14eaed5f.json,raw_json,29,74981,0,superscript,tex,superscript,tex,128,128,89,100,128,128,89,100,0,0,0,0,0,0,0,95,0,0,0,0,128,128,89,128,128,89,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,64,0,0,
python_backend_legacy/dataset/7e8cacf72003bb205fdecf2c4d5429d5e4a95212816bd96ddd02c56572d6b95e.json,raw_json,31,86946,0,superscript,tex,superscript,tex,169,169,94,100,169,169,94,100,0,0,0,0,0,0,0,110,0,0,0,0,169,169,94,169,169,94,0,0,7,0,0,7,0,0,0,0,9,1,108,9,1,108,0,0,
python_backend_legacy/dataset/7ee69e5eb27e0f3f9eb883d08cadaa86fa60a4aeebf4a5b8447325f820b02ff8.json,raw_json,20,83292,0,tex_superscript,tex,tex_superscript,tex,0,0,185,0,0,0,185,0,0,0,0,0,0,0,185,0,0,185,0,0,0,0,185,0,0,185,0,0,0,0,185,0,0,185,0,0,0,0,140,0,0,140,0,0,
python_backend_legacy/dataset/7f3c6ffad1f9304fa9a8123192ab719b34bfdf70bf145b7ad08b568503998b2a.json,raw_json,22,73697,0,superscript,tex,superscript,tex,155,155,112,100,155,155,112,100,0,0,0,0,0,0,0,111,0,0,0,0,155,155,112,155,155,112,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,0,0,
python_backend_legacy/dataset/7f7b467e1cbf330ae2dc616eb2b75867f325eb6bb07c2b22488e561eddd3ceb1.json,raw_json,21,71501,1,author_year,author_year,author_year,author_year,71,63,111,88.73,71,63,111,88.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,63,111,71,63,111,0,0,
python_backend_legacy/dataset/7f7b714e07d1a6855dd881447d8a99ce56107c969097651a208156759b15381c.json,raw_json,32,58265,1,hybrid,tex,hybrid,tex,73,73,174,100,73,73,174,100,0,0,0,0,0,0,0,2,0,0,0,0,73,73,174,73,73,174,0,0,0,0,5,0,0,5,0,0,0,0,295,0,0,295,0,0,
python_backend_legacy/dataset/8037315a18a3f41d64a4467ecb203e15fca83fa707ace680faa7148d8945ac6f.json,raw_json,28,48548,1,superscript,tex,superscript,tex,90,90,46,100,90,90,46,100,0,0,0,0,0,0,0,76,0,0,0,0,90,90,46,90,90,46,0,0,4,4,33,4,4,33,0,0,0,0,78,0,0,78,0,0,
python_backend_legacy/dataset/815c0a6a7c358ebf003934e81b7e5377594bbd9f38c43f2043dc4e36d1450bf1.json,raw_json,29,64483,0,superscript,tex,superscript,tex,286,286,143,100,286,286,143,100,0,0,0,0,0,0,0,197,0,0,0,0,286,286,143,286,286,143,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,77,0,0,
python_backend_legacy/dataset/81a7b4d5aabe3358bb9746d9da8830c45462ff6a5988b8dfb56e88cfbce736ad.json,raw_json,27,72811,0,hybrid,tex,hybrid,tex,37,37,125,100,37,37,125,100,0,0,0,0,0,0,125,0,0,125,0,0,37,37,125,37,37,125,0,0,6,6,125,6,6,125,0,0,0,0,55,0,0,55,0,0,
python_backend_legacy/dataset/81c4f08e073eb08c28023380be7ff7ca8bc399ee39d443e61b9230fd792b1c2a.json,raw_json,15,31587,0,superscript,tex,superscript,tex,76,76,38,100,76,76,38,100,0,0,0,0,0,0,0,60,0,0,0,0,76,76,38,76,76,38,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,77,0,0,
python_backend_legacy/dataset/8334b16aa3cdd214c0bc16d21cee62e2ddac3de1f741e9d39873fab271fb07f9.json,raw_json,19,60512,1,hybrid,tex,hybrid,tex,1,1,176,100,1,1,176,100,0,0,0,0,15,0,0,15,0,0,0,0,1,1,176,1,1,176,0,0,0,0,6,0,0,6,0,0,0,0,254,0,0,254,0,0,
python_backend_legacy/dataset/837d4c4ec81e36f030c0e313e3edc67ab5a82327f6bbc85ec498dcd2b32b7142.json,raw_json,20,44121,1,author_year,author_year,author_year,author_year,34,34,93,100,34,34,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,93,34,34,93,0,0,
python_backend_legacy/dataset/859db331cea2d7f701413947210997979107b7b5684026748662e7d5fa6fd2c9.json,raw_json,26,65912,1,author_year,author_year,author_year,author_year,59,59,94,100,59,59,94,100,0,0,0,0,1,0,0,1,0,0,0,0,1,1,12,1,1,12,0,0,0,0,6,0,0,6,0,0,59,59,94,59,59,94,0,0,
python_backend_legacy/dataset/85a06210ba37a457f231d4c407c75904763f2e61ec9ec1b77a383f604fead1ef.json,raw_json,21,33100,1,numeric,numeric,numeric,numeric,1,1,10,100,1,1,10,100,0,0,0,0,0,0,0,7,0,0,0,0,1,1,10,1,1,10,0,0,1,1,10,1,1,10,0,0,0,0,131,0,0,131,0,0,
python_backend_legacy/dataset/8654ac1aad5628bc9ff47c874fb0e42dbf0a361d68080c89636b65495bfdb70f.json,raw_json,33,81622,0,superscript,tex,superscript,tex,112,112,100,100,112,112,100,100,0,0,0,0,0,0,0,92,0,0,0,0,112,112,100,112,112,100,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,101,0,0,
python_backend_legacy/dataset/86700e6c8b31870d656cacf5d8d5a44b07efba228c4d9418b71c7793b36f9f72.json,raw_json,24,57356,0,superscript,tex,superscript,tex,22,22,23,100,22,22,23,100,0,0,0,0,0,0,0,18,0,0,0,0,22,22,23,22,22,23,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/8725332ddb1a15d8861d2dc7dc3f0a75f67785327062dbcd0400808fef760281.json,raw_json,14,36904,0,superscript,tex,superscript,tex,40,40,20,100,40,40,20,100,0,0,0,0,0,0,0,30,0,0,0,0,40,40,20,40,40,20,0,0,18,0,0,18,0,0,0,0,0,0,33,0,0,33,0,0,
python_backend_legacy/dataset/87bff62d61df15839c3fba87c3079c11567f62e4b6a035ee99c490a13f93bba9.json,raw_json,39,109327,0,superscript,tex,superscript,tex,171,171,139,100,171,171,139,100,0,0,0,0,5,0,0,126,0,0,0,0,171,171,139,171,171,139,0,0,24,0,0,24,0,0,0,0,6,0,119,6,0,119,0,0,
python_backend_legacy/dataset/88557afcea30c66a027af0998ad123538dc50c0fdf123f8fe42ce3e6f7659313.json,raw_json,21,55257,1,author_year,author_year,author_year,author_year,32,31,180,96.88,32,31,180,96.88,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,180,32,31,180,0,0,
python_backend_legacy/dataset/890721b7f31b34f7ada01e908c4a7b1646f38f0cd5ecf9266371f90bc7ce17e8.json,raw_json,59,83928,0,superscript,tex,superscript,tex,340,340,199,100,340,340,199,100,0,0,0,0,0,0,0,248,0,0,0,0,340,340,199,340,340,199,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,
python_backend_legacy/dataset/8946ce5dd7a038fce14be1581266f16af67b60f9a228e1c26ed3020ab439e232.json,raw_json,40,128184,0,superscript,tex,superscript,tex,246,246,158,100,246,246,158,100,0,0,0,0,8,0,0,177,0,0,0,0,246,246,158,246,246,158,0,0,25,0,0,25,0,0,0,0,3,0,158,3,0,158,0,0,
python_backend_legacy/dataset/8975eeaea1bc817af1c2909e9061d504a732ed1849c81472eacd264255adc46c.json,raw_json,68,184050,0,superscript,tex,superscript,tex,16,16,26,100,16,16,26,100,0,0,0,0,11,0,0,22,0,0,0,0,16,16,26,16,16,26,0,0,0,0,1,0,0,1,0,0,0,0,143,0,0,143,0,0,
python_backend_legacy/dataset/89b6644a0d5a074bc6208c28ca715443c537642d2dc84f5497026bb41976058d.json,raw_json,19,84091,1,hybrid,tex,hybrid,tex,10,10,174,100,10,10,174,100,0,0,0,0,10,0,0,39,0,0,0,0,10,10,174,10,10,174,0,0,157,157,87,157,157,87,0,0,0,0,83,0,0,83,0,0,
python_backend_legacy/dataset/89c3d179e00a02acc8c177b78b508bd7c2758dd7cf8f2860bc74287bb491a5c9.json,raw_json,22,68175,1,author_year,author_year,author_year,author_year,32,32,105,100,32,32,105,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,105,32,32,105,0,0,
python_backend_legacy/dataset/8a09222834dc62097bb2f29dabf3d730d506a1f141077ab92d8a950d4cce7090.json,raw_json,13,30791,1,author_year,author_year,author_year,author_year,0,0,56,0,0,0,56,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,56,0,0,56,0,0,
python_backend_legacy/dataset/8a8c13556cbea3d95e9683dd6e3e51faf1c24109b5c26e57b168e2da3fd524b6.json,raw_json,13,46682,0,superscript,tex,superscript,tex,8,8,5,100,8,8,5,100,0,0,0,0,0,0,8,5,0,8,0,0,8,8,5,8,8,5,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/8acf60d449fb5feda4f0e40345a33c0412b0ea4fdc22a43f902def2d723c3294.json,raw_json,25,82014,0,superscript,tex,superscript,tex,218,218,128,100,218,218,128,100,0,0,0,0,0,0,0,140,0,0,0,0,218,218,128,218,218,128,0,0,3,0,0,3,0,0,0,0,9,0,93,9,0,93,0,0,
python_backend_legacy/dataset/8b4dedc6cebb513d09ba583ad4e2a2069121062fd6212f6e3969cb87c7b18802.json,raw_json,20,69809,0,superscript,tex,superscript,tex,152,152,76,100,152,152,76,100,0,0,0,0,0,0,0,116,0,0,0,0,152,152,76,152,152,76,0,0,0,0,1,0,0,1,0,0,16,4,144,16,4,144,0,0,
python_backend_legacy/dataset/8b74941c01ed3bc458dcc75d6a6f14eedde1dc905749a17f9c5e38f53aeeba91.json,raw_json,25,76431,0,superscript,tex,superscript,tex,190,190,117,100,190,190,117,100,0,0,0,0,0,0,0,136,0,0,0,0,190,190,117,190,190,117,0,0,29,0,0,29,0,0,0,0,6,0,0,6,0,0,0,0,
python_backend_legacy/dataset/8c017a6eb38ce29afc197b098baebf4440392968a4214b92464bd68ca8e22ee5.json,raw_json,29,122435,0,superscript,tex,superscript,tex,70,70,37,100,70,70,37,100,0,0,0,0,4,0,0,56,0,0,0,0,70,70,37,70,70,37,0,0,10,0,0,10,0,0,0,0,0,0,24,0,0,24,0,0,
python_backend_legacy/dataset/8c5e5d5da14411a54295f851f8b74682913def1fb05d0463e3997d615249b476.json,raw_json,16,34352,1,author_year,author_year,author_year,author_year,32,32,73,100,32,32,73,100,0,0,0,0,2,0,0,4,0,0,0,0,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,32,32,73,32,32,73,0,0,
python_backend_legacy/dataset/8d046568ad6ae5ae29ff5607464dd89b7919adfbb641a9ef9e62e03cc5c06d78.json,raw_json,30,62370,1,author_year,author_year,author_year,author_year,68,64,200,94.12,68,64,200,94.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,200,68,64,200,0,0,
python_backend_legacy/dataset/8de3d36c6f71344bf5c8f00e5521a5bf3b301063fc4d008d38700d7fd5792841.json,raw_json,17,59677,0,superscript,tex,superscript,tex,140,140,80,100,140,140,80,100,0,0,0,0,0,0,0,98,0,0,0,0,140,140,80,140,140,80,0,0,10,0,0,10,0,0,0,0,1,0,25,1,0,25,0,0,
